id,growth,revenue,workers
21597,1509.6721,9819000,80
22988,1509.4059,3251000,15
21314,1505.6112,128269211,703
25239,1496.7527,16058111,188
25732,1495.2936,2454423,24
25750,1494.8187,6156000,20
26170,1486.2973,3537094,62
25162,1485.7884,3364599,14
24748,1484.855,27001000,74
21000,1481.8623,48927000,245
26404,1475.4762,2185028,15
22995,1463.6408,40092000,165
26159,1461.4173,1983000,9
26599,1451.9855,11601976,220
25848,1451.735,4102896,22
26347,1449.5801,5513406,15
25526,1446.1606,18413056,65
22821,1442.2048,119891000,2000
25072,1440.0701,37821889,2
25974,1437.6965,2213345,2
26224,1437.3041,3494200,20
26593,1429.1279,985737000,718
21109,1426.6069,29142406,128
21092,1420.7893,5915171,38
24996,1418.6927,3013390,10
25544,1410.3131,13973719,85
25446,1405.793,2456385,32
24968,1402.2982,7866379,15
23109,1400.838,4558225,110
23102,1384.9234,6018335,57
23133,1383.3471,9763331,144
25168,1381.37,5091839,65
23194,1376.5812,41319955,450
26524,1373.7533,5615000,3
26061,1373.6527,2461000,37
23598,1372.7764,21962366,16
26254,1372.1611,2904721,24
23036,1369.7242,3102000,34
25076,1362.2311,44822953,89
26470,1361.4004,2442000,16
25517,1354.7694,4251680,9
21158,1354.2374,21055670,137
17538,1352.351,106254000,31
25078,1351.7859,2163161,5
25359,1350.0385,7531500,10
21516,1349.0683,8958633,18
23071,1337.1585,2630000,12
24820,1335.2861,3315511,28
26298,1333.3899,8293178,94
22927,1331.3266,34863009,186
24871,1331.1164,18167693,18
25102,1330.6432,5350992,17
25008,1324.4513,2316514,20
25602,1322.7174,13089000,65
26086,1322.1607,5134000,33
23158,1319.6092,9513000,10
25490,1318.7688,6064371,17
23053,1316.1156,17077236,183
25299,1315.9111,2213239,21
25442,1313.9577,17188664,23
26124,1307.8099,3882064,60
25832,1307.2506,2365152,13
25829,1298.555,5851652,32
23093,1298.4926,7336660,20
24990,1290.9639,11940799,33
26190,1287.7637,3289000,160
25331,1280.4156,6731431,32
21844,1280.0156,11260458,24
25768,1279.6712,3338280,11
26045,1277.2433,3675394,6
25773,1269.0071,3874290,16
25349,1267.2965,9407000,62
24969,1267.1927,6422743,10
23147,1267.1264,7136400,28
26242,1258.1697,4101007,3
24867,1256.5241,3240085,7
26066,1255.2007,10713458,15
25455,1232.4265,4051216,35
25321,1230.8908,40439397,23
25028,1217.6426,2125845,12
23389,1217.0459,5968009,31
25075,1211.9502,7109209,18
26078,1210.571,4639880,21
24931,1209.0625,2177272,15
24829,1208.5764,2077365,4
23049,1200.6346,10974404,90
22906,1198.6088,8034934,35
21578,1194.0836,31216712,95
24828,1190.7212,15595849,55
23068,1185.5268,17622027,105
23166,1181.6154,12149714,38
23199,1179.4045,3672940,35
25434,1179.1043,14236162,17
25812,1178.9107,2290043,10
25214,1178.0823,7093459,23
25769,1176.6722,2309500,15
26187,1175.9713,3420509,37
21462,1174.4444,8029000,425
24977,1174.2551,2119940,45
24850,1169.6854,8016781,31
25685,1167.3142,2961688,25
25183,1163.9888,2079211,9
21079,1163.2141,10141765,62
25990,1160.8392,48898043,65
25142,1152.9353,7596484,17
21338,1151.8545,8052266,65
23097,1150.4753,16187990,170
22993,1149.5012,6759414,36
22956,1149.4578,15541118,40
26613,1147.4862,3130392,40
25017,1143.048,14079806,71
26032,1136.8085,2583087,13
25668,1136.7712,2069044,11
25581,1130.0017,4930831,50
25358,1128.1892,2045107,22
26418,1125.7712,5485216,61
26585,1124.2185,10160450,73
26210,1123.6258,60758453,290
26343,1120.0886,408540501,5603
25543,1119.883,12791083,8
25117,1115.4906,5864256,45
24899,1112.4826,2040293,10
24859,1108.517,9329751,11
25480,1100.4565,44707400,140
25754,1098.9055,4014523,12
26049,1098.3222,9294271,130
21230,1095.3612,8391053,55
25124,1094.3296,52688771,52
22873,1092.4201,15338183,75
24879,1090.8537,1953000,17
23406,1089.6989,15014000,42
26001,1089.0052,22710000,35
24878,1084.8894,2794526,33
23286,1080.224,13164042,31
25154,1079.8496,3353510,4
17708,1077.4366,50213870,313
25821,1076.2188,3281721,13
24939,1075.3193,2212186,18
23156,1075.1481,25584830,228
17392,1074.9919,102802777,38
22922,1073.3871,43303193,22
22957,1072.5702,23605772,20
23037,1068.2494,9467785,17
25794,1068.0202,5306631,11
20997,1065.0729,37899110,220
23179,1064.6754,9686489,450
25936,1052.2563,2284325,2
21707,1049.7842,43266794,114
25923,1048.9417,2442110,35
21308,1048.3935,8228033,70
25167,1047.6979,4542703,21
25469,1042.9245,2423000,30
26026,1038.6491,2351447,7
22989,1036.0513,113058124,694
26356,1035.3846,5166000,400
21233,1034.427,4420170,15
24025,1032.7395,5224308,15
25071,1024.8304,2857553,14
21229,1024.0228,10337638,63
24937,1023.2557,4313302,10
26144,1023.228,23180135,186
22986,1019.9459,12470116,23
24865,1009.7108,5701805,12
26133,1001.7173,8340000,40
25836,1000.5261,23119291,150
24872,999.8918,7847948,41
22910,999.4536,36978000,373
25121,998.0448,11930257,5
25435,996.8465,13477907,21
26293,995.477,115741000,640
26002,994.2994,2278966,24
25721,991.1632,263282947,100
19303,990.292,199407728,309
23407,988.4528,10536550,81
26276,988.2353,3515000,6
25491,987.2994,4575693,22
25470,986.298,3428226,20
23145,986.1774,19587732,134
24717,983.4519,8454717,65
25361,979.2288,6269823,8
25511,978.6701,17114363,11
25292,978.57,3710475,103
25844,977.8545,2069804,7
23115,972.3261,13470550,68
26462,970.4695,4574020,17
25557,968.9465,8957333,93
24980,968.5956,15142000,22
26370,968.424,5109738,11
26515,966.0,4797000,35
25140,965.2948,40683608,850
25881,964.3957,11093973,25
23317,964.3337,16349432,24
25343,961.9433,2623000,14
25420,956.1489,6025002,26
23277,953.1594,21276600,67
24816,942.2636,3998811,20
23107,941.5318,13097440,54
21480,940.4882,11582756,60
25179,938.9836,3172235,6
22976,935.2811,4435641,12
26241,934.8826,4000194,45
25651,934.304,2361047,14
25569,932.2259,3107000,12
25314,930.6793,3065261,31
26160,930.6238,5452000,88
26423,929.9784,9326547,87
24974,929.4724,3019216,33
25541,927.3937,3069421,7
25676,915.5029,2395155,24
25370,914.9549,3115333,24
24858,912.4393,2101986,16
26227,912.2133,9547611,38
21436,910.9181,46660976,213
23000,910.8813,7034278,51
23657,910.3953,7635426,2
23118,908.5895,4719836,12
23292,908.4151,3528878,40
25363,908.2591,11759245,70
24836,908.0198,3667811,17
25416,907.7487,5744500,10
25362,906.8675,8357000,34
19790,904.9543,155957508,119
22974,903.5672,16368522,231
26161,898.3936,3044801,7
25232,896.673,23522829,99
26229,893.5246,3708599,25
21075,892.8131,123607728,439
21694,892.4067,55658326,1300
25976,892.3077,3870000,25
23382,892.206,7021554,8
26176,891.6257,4089048,20
26574,891.0557,30990312,24
23009,887.7462,2900181,22
21009,887.4358,32250582,142
25766,887.2925,3139590,8
20996,887.2598,83534635,258
25251,885.3652,4220122,16
23175,885.0994,5736155,26
25784,883.2242,27019000,119
22858,882.6252,16734500,170
26103,881.4653,2125000,6
23273,879.2299,21787964,104
22968,876.3543,7353549,35
25454,873.5465,2235662,13
25792,871.4774,3268050,28
22943,871.3151,158603220,14
25539,870.7574,2872908,45
25928,870.3837,10964608,10
25030,869.0414,2912076,38
25723,867.4271,57475696,10
23084,867.0735,4054330,10
23900,865.97,44718692,47
26104,865.5715,3283648,50
26440,865.3859,74656156,457
23252,863.4269,8914811,24
24976,863.2037,3094109,22
21114,862.0821,26786520,100
25249,855.5038,18532024,14
26244,848.7322,27878791,35
26460,848.6039,2197460,35
25675,845.098,2892000,10
22926,843.1417,17492874,84
25392,841.3212,2474903,20
25134,839.5373,4407266,12
25400,839.3754,3670910,8
23523,839.1558,22058337,52
24960,833.8797,3950311,24
24942,832.9636,32531833,154
22115,831.9709,7271386,20
25087,830.8605,10022975,32
23154,829.4227,13175301,79
23200,826.3143,8156197,55
1253,826.2046,8765600,25
25579,824.8193,8132778,7
23375,824.0932,55472428,403
25096,823.9908,2862699,9
23259,823.914,6121965,38
22894,823.1993,118351136,240
21219,818.4126,43205415,96
21008,817.9166,17175642,64
23005,815.0161,3279381,11
26257,811.9209,58348536,83
25043,811.1332,10649216,50
24904,810.8362,6211156,57
26172,809.9576,15584972,87
23469,809.3824,5297989,41
19565,806.709,30484273,110
25311,806.4316,4689850,8
23305,805.8606,2000258,10
26545,805.3339,49607854,132
26506,802.0383,2157432,35
23466,796.4922,2515109,10
26281,795.5494,6003584,30
22895,795.3091,88777494,0
25073,793.4531,39628078,41
22964,791.6667,15836000,88
25252,790.7559,4190463,38
26094,790.3194,4011067,37
25300,790.275,2102064,5
23031,787.7237,10753947,75
24681,785.5716,8194805,63
23265,783.3858,10242452,95
25719,782.9693,16490000,200
26096,782.208,5145337,45
24912,779.7741,2351909,14
21115,779.0715,16094973,23
23272,778.4738,9753457,154
21121,774.7829,5343314,96
25593,773.273,3325310,3
24972,772.3927,3146075,5
19412,760.2982,34497596,27
25048,759.4886,3072706,42
23221,758.6166,30069663,212
25705,758.5189,17550943,8
21392,754.2854,27388108,104
24907,753.9595,2384383,15
23334,753.8939,28501656,93
21132,750.5427,215393724,159
26505,749.8454,12462915,53
24866,748.0046,2846692,33
26382,747.273,3253740,20
23023,744.9564,6785000,49
23122,744.3667,12130721,175
21426,741.1839,17282821,70
23297,740.7748,11602692,206
25728,740.6266,3103047,12
23038,739.0994,6243017,725
23418,738.4579,16050088,94
25621,736.441,2140645,30
21064,734.6353,13657622,30
26582,733.9883,88703000,465
26295,733.0678,75469081,56
23029,732.4662,2368691,11
23243,729.823,59079647,130
25194,727.6076,10248000,58
23245,727.3235,15381665,65
25985,726.5997,4573171,35
26578,726.2162,6114000,6
23055,724.6445,6786000,41
25506,713.939,6472728,20
23433,712.5619,5173330,85
26411,711.0722,11566441,14
25411,710.4798,46638997,148
24954,708.9784,3746646,13
25332,708.1784,2344170,18
20975,707.5023,71007265,434
23229,707.1836,3601968,54
21126,706.0034,54125468,434
23447,703.5961,18447103,500
25789,703.4112,2944992,25
25955,702.9335,3063400,16
26153,702.715,4196530,45
25250,702.3287,8279318,109
21028,700.4152,9300320,27
26188,698.1928,18418300,60
25495,696.8407,2779500,28
21709,695.6444,14202252,13
2288,694.2351,183195157,772
24936,690.6167,22901344,26
23219,689.2431,27239756,61
23254,688.5959,2999945,12
23119,686.8939,8207901,30
26131,686.5864,28089000,94
23096,685.4603,7509000,174
21197,682.2904,7436640,40
23069,681.9754,5779236,45
23468,680.2286,6827000,43
25918,676.9298,7671350,34
23019,676.7654,6580182,78
19360,675.1355,21590221,92
21491,674.2122,21929794,120
25431,674.1156,4185860,4
24606,670.6046,9642752,85
25730,670.2773,2408295,29
23933,669.3265,9812221,38
25177,667.2473,3175491,80
23169,666.3545,32731000,195
24958,665.5847,8038992,13
25980,661.4981,11027178,17
24917,661.0333,8691000,18
26369,660.0068,6074970,23
23046,659.6826,13468337,90
21176,659.0239,5646371,16
26364,658.3785,2966898,32
22938,657.753,8161000,25
25151,657.1875,2423000,30
25867,656.2322,5424000,60
26403,655.9779,3451984,40
7473,655.7295,118778000,138
25378,654.4817,2199050,6
25383,652.9412,26880000,56
24835,652.7505,2819668,11
26541,651.6402,8157333,24
23183,649.5907,7961703,54
23018,649.0447,4269742,1
22900,645.7488,20363237,180
23173,645.4948,6225075,22
21342,643.7388,12645835,70
26365,643.7046,3071500,26
24856,642.7348,2389712,15
23761,642.4791,5331000,44
25714,641.7848,2439374,12
25663,639.6098,3339708,10
21112,639.2661,6254797,40
25169,639.255,3538836,33
21181,636.8058,5935015,35
21287,636.415,8556885,22
21133,636.3012,82174972,1321
25404,635.7843,3002000,44
22966,635.6507,7966001,77
22963,635.6307,11314000,12
25731,635.0951,11873410,11
23004,633.1632,6436000,280
21238,632.0224,14015199,65
26228,630.2941,4966000,41
22921,629.4485,50310623,389
23276,629.1243,5167676,20
23067,628.9613,19106076,20
21166,628.4916,9994679,160
23758,628.3347,15101896,50
25760,628.3077,32262219,181
21194,627.4912,65249287,225
21025,627.3715,18042465,37
23261,627.0258,7080133,12
21030,626.046,22655060,69
23161,626.0393,4141568,5
26081,625.002,2764331,13
26005,624.9398,18051000,206
26132,623.7918,2386964,26
26115,623.7707,2829654,22
22939,622.6595,7228351,48
23347,622.0339,12780000,351
23073,621.0949,3832670,80
24894,619.8047,2410806,12
23374,619.6253,47556495,288
23819,619.2321,4732324,54
21198,618.2626,33978870,300
25709,615.2858,2029602,12
24158,612.5349,12548324,58
26422,612.5239,3112896,10
26557,611.4269,6649828,42
24902,610.7521,28865911,6
26445,610.1286,6477942,17
25064,609.9083,6626625,9
23163,608.2786,3673990,18
24642,608.1774,20530862,150
23293,608.047,22892356,272
22967,607.1018,17225000,62
25798,606.2238,4657984,105
26437,605.3033,7634619,65
25023,605.1115,7099620,12
21012,603.0933,22950287,25
21387,603.0568,8050000,58
25161,602.7368,2400830,15
25344,602.1417,3714119,31
26015,600.4515,3103000,24
25305,597.5722,261614467,227
25376,597.3384,30287116,139
23448,597.0441,69820220,500
26273,596.389,13417459,86
23390,596.3459,12796344,891
23319,594.272,4913030,122
23014,594.0254,24906544,72
25227,592.9752,7462345,87
22152,592.9637,32992000,205
25456,592.2491,2597464,21
26035,591.7163,2513697,70
23026,591.1261,3197640,180
309,590.9661,278715000,488
24797,589.9941,2447285,4
20371,589.6828,13303077,77
23509,588.5086,8448000,53
26565,586.4548,107135000,520
21575,584.6491,38567736,270
19275,583.3935,22367327,44
22978,582.9567,12396770,18
25779,581.8796,7743350,77
24979,580.9933,10189784,36
21200,580.59,6361740,194
24967,580.2478,9415337,20
22969,580.2312,5884000,11
26071,579.5961,2518760,14
26322,579.3053,3119696,25
26150,579.1398,3158000,36
25366,579.0108,26460806,205
26297,578.7712,2139066,17
25282,576.6209,5546546,35
24934,575.858,9072576,39
23114,575.1112,5700126,39
26235,575.0775,11750804,130
23586,573.6728,3998221,30
23148,573.3442,29146106,71
25427,573.1327,4188467,70
20992,572.9642,18687349,85
26313,572.4665,8076349,27
23137,568.9846,6315034,31
26396,568.2731,11648000,36
17334,566.98,25926420,45
23216,566.1181,3500364,57
23321,565.5901,5358000,75
23214,564.9172,19865400,21
26349,563.495,2739113,19
21140,563.2463,12996000,23
25395,562.6951,19745471,48
21080,561.9692,57214000,229
25437,561.8955,10485940,101
24831,561.4984,100933004,1387
23228,561.3773,5804181,32
19814,559.6937,22089508,14
25536,558.4265,33328639,269
21653,558.3478,55591774,207
25330,558.3541,35495269,259
26433,558.2905,12302640,57
26492,554.5255,2000590,14
25592,554.0015,3128678,148
25019,553.9331,2804268,27
23634,553.0304,10435138,351
26300,552.5357,101932804,153
19535,552.2568,84865345,60
23043,552.2178,6571994,33
21570,551.7195,30018046,284
25288,551.4629,10077629,10
25308,551.3764,14643736,100
25115,549.6837,4509578,8
21011,549.2299,21903400,51
26214,548.6604,11057000,140
25623,548.5768,2219968,25
23320,548.302,7112016,25
21903,545.4473,9599144,157
25948,544.899,4224785,15
23296,544.364,6231000,12
25127,541.6647,9424046,98
25144,541.2336,4620178,39
26216,540.6522,2263373,31
25896,539.7169,11055671,55
23016,536.4412,3500936,36
21283,535.5481,5836442,41
25467,535.2888,4536470,21
17579,534.5245,31428000,88
23572,533.6947,3419898,13
23174,531.5743,5374078,5
17269,530.9633,15598630,45
26327,530.6246,3891818,23
23589,530.5351,5454526,31
19472,529.1066,52637800,3500
21250,528.4433,16425157,32
26434,528.4243,2543824,10
103,527.6771,68521887,218
21888,527.6727,8600378,42
26547,527.0349,4181558,17
24874,526.9266,6915000,135
22853,526.7349,46510000,174
23725,525.8844,46353000,85
24811,525.8443,4709929,20
21049,525.4941,6330000,25
25886,524.7026,2046307,7
23478,524.4268,5973448,14
21082,523.773,37364000,640
21010,523.4011,112782895,41
26516,519.923,18656198,46
26107,519.7045,3783730,7
23052,518.606,2545867,84
23429,518.2484,18566000,255
15885,517.8956,2037758,2
26499,516.3868,3754067,48
25390,516.2734,2534782,26
26100,516.23,2416515,22
26400,516.1029,4189500,15
25324,513.7631,7967829,38
21321,513.6562,33702000,1900
25823,513.3923,4472090,7
26373,512.4666,9489503,36
21873,512.3287,13415944,20
23487,511.3696,92121708,145
23328,510.7169,4298085,518
21776,510.3734,9454324,70
23396,510.3102,16007887,40
23315,510.1143,15377405,90
26245,508.3333,8760000,20
18648,506.3546,6117408,38
19715,505.6375,41025000,61
25505,504.9494,4106614,26
20982,503.4974,24158000,124
21111,503.4604,17816391,75
25428,503.0898,3495032,22
23212,502.6457,3618809,31
23339,501.942,28672419,79
25322,501.1975,2504595,25
24838,500.3115,4220190,8
26041,499.9799,4865837,34
26597,499.1678,3541675,30
24799,498.9379,3574036,22
23366,498.5253,4424658,150
26407,497.0153,3242862,108
26149,496.8801,2033087,28
25810,496.605,3590530,29
25814,496.5669,2245114,10
24697,495.7125,103511000,830
23040,495.5408,9949700,50
23058,495.4157,28574000,62
26414,494.74,9346589,70
21053,494.5792,9421560,55
26307,494.3653,2325282,11
22953,494.18,6377726,102
23309,492.9614,7008804,35
21393,492.5559,36567478,37
23304,492.0908,25982707,106
23306,492.0767,4699200,808
26429,491.7185,7389824,50
25912,491.3797,11779604,65
25496,491.1572,11703500,47
19358,491.1248,13009475,106
25479,490.888,2062081,25
26532,490.4775,19242500,160
23403,490.1845,7992963,5
21173,489.9209,310820958,350
22124,489.1866,83091126,50
18326,487.7011,254980000,4100
25256,487.55,8191428,35
25697,487.1468,18912000,450
23354,487.0744,2930153,15
25979,487.0677,2201504,30
25853,486.0508,5403224,12
17681,485.1412,12373664,75
25637,485.0856,10043398,50
21796,483.8643,17786245,63
25443,483.5787,4402856,108
23348,483.3171,6026144,65
23236,483.217,16187101,81
23065,482.7898,4771539,36
24909,482.7486,2871074,21
26152,481.6798,8546022,42
2157,481.6327,69926685,86
21329,480.3505,8636022,19
23256,480.1241,10044622,16
21045,479.7559,10065107,13
25191,478.3969,5831137,135
19572,478.3744,14537862,250
23565,478.0726,7306081,32
23493,477.9019,2795976,45
25885,477.6645,3269529,12
23290,476.4187,14563398,117
22920,476.3796,11510290,250
25356,476.0575,10986534,11
23391,475.6549,18680000,92
17769,474.654,18682000,47
25515,474.4075,81527934,403
24991,473.9823,3243000,16
25230,473.2331,2002160,9
19435,473.1988,20951470,11
21350,471.7116,7087017,36
23203,471.3306,2821436,25
22932,471.2581,8297735,36
24857,471.2536,46250100,38
20990,471.134,45428000,320
25474,470.0326,6264054,24
25049,469.5599,2341603,26
23454,468.4197,7801453,30
25788,468.3353,5701875,66
26523,467.9046,16400794,20
25040,467.6506,45194260,675
26542,467.2308,6086228,4
17322,465.5602,83069000,275
21035,465.0702,37100289,133
21348,465.0479,5528700,45
25800,464.198,8027815,14
23405,463.278,5266176,60
